Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
3,ALLIER,2,65653,43770,42752,1018,"66,67%",M,BOETHAS,FRANCOIS,LUTTE OUVRIERE,EXG,411,N,M,FOURNIER,JEAN-PIERRE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,447,N,M,GOLDBERG,PIERRE,PARTI COMMUNISTE FRANCAIS,COM,13073,O,F,FLEURAT,DOMINIQUE,PARTI SOCIALISTE,SOC,6035,N,M,PISANI,MARCEL,POLE REPUBLICAIN,DVG,372,N,M,FABRE,VINCENT,LES VERTS,ECO,941,N,F,DUJON,MONIQUE,LE TREFLE,ECO,451,N,M,DUGLERY,DANIEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16383,O,M,GRAVIER,JEAN,SANS ETIQUETTE,DVD,1657,N,F,VUARCHEX,LUCETTE,FRONT NATIONAL,FRN,2070,N,M,BOURNET,ANDRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,232,N,M,ALAMARGOT,PIERRE,CHASSE PECHE NATURE ET TRADITIONS,DIV,680,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,3,70148,47750,46354,1396,"68,07%",M,LEBEL,BERNARD,LUTTE OUVRIERE,EXG,761,N,M,MAIRAL,JEAN-CLAUDE,PARTI COMMUNISTE FRANCAIS,COM,10614,O,M,MALLOT,JEAN,PARTI SOCIALISTE,SOC,9058,O,F,DEPRET,MICHELE,POLE REPUBLICAIN,DVG,622,N,F,ROUAIRE,NICOLE,LES VERTS,ECO,1423,N,M,GUILLAUMIN,GERARD,LE TREFLE,ECO,635,N,M,SIMON,YVES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17025,O,M,VEAUCE DE,ARNAUD,MOUVEMENT POUR LA FRANCE,DVD,1239,N,M,BAUDRILLER,JEAN-LOUIS,FRONT NATIONAL,FRN,3403,N,F,PARISEL,DANIELE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,452,N,M,BOURREL,OLIVIER,CHASSE PECHE NATURE ET TRADITIONS,DIV,1122,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,4,62826,42101,41235,866,"67,01%",F,RISBEC,AGNES,LUTTE OUVRIERE,EXG,452,N,M,MORAN,JESUS,PARTI COMMUNISTE FRANCAIS,COM,2139,N,M,CHARASSE,GERARD,PARTI RADICAL DE GAUCHE,PRG,14812,O,M,DEVOUCOUX DU BUYSSON,BERNARD,LES VERTS,ECO,1016,N,M,DUMOUCHEL,FREDERIC,LE TREFLE,ECO,551,N,M,MALHURET,CLAUDE,MAJORITE PRESIDENTIELLE,UMP,16448,O,M,GLOGOWSKI,EREC,MOUVEMENT POUR LA FRANCE,DVD,375,N,M,CONDE DE,LOUIS,FRONT NATIONAL,FRN,3885,N,M,COMPAGNON,ALAIN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,412,N,F,BARRAUD,MARIE-CHRISTINE,CHASSE PECHE NATURE ET TRADITIONS,DIV,718,N,M,GEOFFROY,DOMINIQUE,ENERGIES DEMOCRATES,DIV,427,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES-DE-HAUTE-PROVENCE,1,53751,36443,35506,937,"67,8%",M,DELAPIERRE,GERARD,PARTI DES TRAVAILLEURS,EXG,148,N,M,TRIPELON,OLIVIER,LUTTE OUVRIERE,EXG,296,N,F,DUREY,VALERIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,701,N,M,BIANCO,J.LOUIS,PARTI SOCIALISTE,SOC,11994,O,M,ESCANEZ,JOSE,POLE REPUBLICAIN,DVG,2031,N,M,BERROD,PHILIPPE,LES VERTS,ECO,1233,N,M,TONELLI,RICHARD,GENERATION ECOLOGIE LES BLEUS,ECO,265,N,F,CHAUVIN,GAUD,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,205,N,F,PARIAN,MURIEL,RENOUVEAU ECOLOGIQUE,ECO,305,N,F,TEBAR,JOELLE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,943,N,M,GALIZI,FRANCIS,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,10603,O,M,GERMAIN,MARCEL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,78,N,F,SIGNORET,MICHELE,FRONT NATIONAL,FRN,4322,N,F,GOISLARD DE MONSABERT,A.LAURE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,342,N,M,SCARAMELLI,CHRISTOPHE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,602,N,M,JAUFFRET,CHRISTIAN,CHASSE PECHE NATURE ET TRADITIONS,DIV,1399,N,F,TABET ,OUERDIA,PARTI FEDERALISTE,DIV,39,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES-DE-HAUTE-PROVENCE,2,55411,38166,37302,864,"68,88%",M,ILLY,MAX,LUTTE OUVRIERE,EXG,236,N,M,GUIEU,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,758,N,M,PHILIPPONNEAU,YANNICK,PARTI COMMUNISTE FRANCAIS,COM,2752,N,M,HONDE,ROBERT,PARTI RADICAL DE GAUCHE,PRG,8388,O,F,STAREK,PATRICIA,LES VERTS,ECO,1213,N,M,RAUD,ALAIN,GENERATION ECOLOGIE LES BLEUS,ECO,210,N,F,BERTHE,CHRISTINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,246,N,F,BOURCIER,CATHERINE,RENOUVEAU ECOLOGIQUE,ECO,378,N,M,LAUGIER,CLAUDE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1003,N,M,SPAGNOU,DANIEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15072,O,F,MARTIN,DOROTHEE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,102,N,M,DELMAR,PIERRE,SANS ETIQUETTE,DVD,0,N,M,LE CARDINAL,REMY,FRONT NATIONAL,FRN,3931,N,F,ORNANO D',MIREILLE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,750,N,F,MOLINA,M.LINE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,445,N,M,PESCE ,CHRISTIAN,CHASSE PECHE NATURE ET TRADITIONS,DIV,1359,N,F,SCHMITT-SALICE,FRANCOISE,REGIONS ET PEUPLES SOLIDAIRES,DIV,150,N,F,VERSCHUEREN ,ISABELLE,ENERGIES DEMOCRATES,DIV,309,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HAUTES-ALPES,1,52844,36654,35783,871,"69,36%",F,THOMAS,ELISABETH,LUTTE OUVRIERE,EXG,243,N,M,LEROY,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,515,N,M,FERRERO,J.JACQUES,PARTI COMMUNISTE FRANCAIS,COM,1691,N,M,CHEVALLIER,DANIEL,PARTI SOCIALISTE,SOC,10200,O,F,BOUCHEZ,M.CHRISTINE,LES VERTS,ECO,1063,N,F,MINEO,CHRISTINE,GENERATION ECOLOGIE LES BLEUS,ECO,94,N,F,ZURFLUH,CHANTAL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,174,N,F,MARTIN,SOPHIE,RENOUVEAU ECOLOGIQUE,ECO,226,N,M,ARNAUD,J.MICHEL,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,5876,N,M,GEIGER,J.LOUIS,DEMOCRATIE LIBERALE,UDF,2723,N,F,MARTINEZ,HENRIETTE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,8337,O,F,GIMENEZ,ANITA,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,48,N,F,LELIEVRE-MAAZIZ,MARTINE,FRONT NATIONAL,FRN,2785,N,F,DEVANT,NATHALIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,340,N,M,BOULFROY,MICHEL,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,320,N,M,FAURE,PATRICK,CHASSE PECHE NATURE ET TRADITIONS,DIV,862,N,F,JANCZAK,A.MARIE,REGIONS ET PEUPLES SOLIDAIRES,DIV,66,N,M,DAUDON,JACQUES,CONCORDAT CITOYEN,DIV,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HAUTES-ALPES,2,42515,28463,27832,631,"66,95%",M,POISSONNIER,J.CLAUDE,LUTTE OUVRIERE,EXG,164,N,M,JOHSUA,M.ALBERTE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,325,N,M,GUARDABASCIO,ANTOINE,PARTI COMMUNISTE FRANCAIS,COM,913,N,M,GIRAUD,JOEL,PARTI RADICAL DE GAUCHE,PRG,9676,O,M,LABANDE,FRANCOIS,LES VERTS,ECO,1494,N,M,LEFFRE,J.PHILIPPE,GENERATION ECOLOGIE LES BLEUS,ECO,74,N,F,WELDON,OONAGH,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,105,N,M,BEGUE,GEORGES,LE TREFLE,ECO,204,N,F,VIGILANTE,ISABELLE,RENOUVEAU ECOLOGIQUE,ECO,118,N,M,RUSSEIL,MARC,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,0,N,M,DUSSERRE,J.YVES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,11286,O,F,CARENZO,SYLVIANE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,151,N,F,SAMAT,NICOLE,FRONT NATIONAL,FRN,1991,N,M,BOUTEILLE,J.PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,340,N,F,GRIBOUT,ISABELLE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,311,N,F,PIERRE,M.CHRISTINE,CHASSE PECHE NATURE ET TRADITIONS,DIV,680,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,1,61562,34487,33930,557,"56,02%",F,SCHLIGLER,NICOLE,LUTTE OUVRIERE,EXG,141,N,F,BOUCHARD,BERNADETTE,LES ALTERNATIFS,EXG,119,N,M,SILLAM,OLIVIER,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,190,N,M,VICTOR,JACQUES,PARTI COMMUNISTE FRANCAIS,COM,1373,N,M,ALLEMAND,PATRICK,PARTI SOCIALISTE,SOC,8827,O,F,HUET,ROBERTE,POLE REPUBLICAIN,DVG,211,N,M,RICERCHI,CHRISTOPHE,COMMUNISTES,DVG,158,N,M,RIGOLAT,JOEL,GENERATION ECOLOGIE LES BLEUS,ECO,193,N,M,FRANCOIS,MICHEL,SANS ETIQUETTE,ECO,262,N,M,NGUYEN VAN GAM,PATRICK,SANS ETIQUETTE,ECO,267,N,M,RIVIERE,JEROME,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,9015,O,F,LISBONA,DANIELLE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,87,N,M,ICART,JEAN AUGUSTE,SANS ETIQUETTE,DVD,960,N,M,STELLARDO,GILBERT,UNI NICOISE MAJ PRES,DVD,4110,N,M,GOVERNATORI,J.MARC,UNION DE LA DROITE REPUBLICAINE,DVD,1,N,M,ARGENTIERI,PIERRE,FRONT NATIONAL,FRN,7691,N,F,HEIM,VIRGINIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,260,N,M,GILABERT,ALAIN,PARTI PIED-NOIR,DIV,0,N,M,BELLONE,RAYMOND,RASSEMBLEMENT DEMOCRATIE DIRECTE,DIV,65,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,2,67362,37648,37164,484,"55,89%",M,MARKIEL,JOSEPH,LUTTE OUVRIERE,EXG,120,N,M,BOURE,PHILIPPE,L.C.R. 100% Ã GAUCHE,EXG,164,N,F,MONTICELLI,SIMONE,PARTI COMMUNISTE FRANCAIS,COM,768,N,M,MOTTARD,PATRICK,PARTI SOCIALISTE,SOC,9890,O,F,SIMEONI,JEANINE,INITIATIVE REPUBLICAINE,DVG,73,N,F,ALLEGRET,R.MARIE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,218,N,M,SAKHINIS,CHRISTIAN,LE TREFLE,ECO,213,N,M,LEBOUCHER,JACQUES,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,180,N,F,STEFANO DE,LAURENCE,SANS ETIQUETTE,ECO,166,N,M,BOURELLY,BERNARD,SANS ETIQUETTE,ECO,101,N,F,MARLAND,MURIEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,12518,O,F,MATHIEU-OBADIA,JACQUELINE,MAJORITE PRESIDENTIELLE,DVD,2498,N,M,MANGIAPAN,J.PIERRE,UNION POUR LA MAJORITE PRESIDENTIELLE,DVD,435,N,M,BELIN,PHILIPPE,DIVERS DROITE,DVD,354,N,F,MARTINAUX,JOELLE,MOUVEMENT POUR LA FRANCE,DVD,346,N,F,STIRBOIS,M.FRANCE,FRONT NATIONAL,FRN,8556,O,M,PEREZ,J.PAUL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,327,N,M,PICO,RENE,PARTI PIED-NOIR,DIV,88,N,F,MARTIN-PECHEUX,MARIE,MOUVEMENT CITERRIEN,DIV,81,N,M,SANCHIS,ROBERT,RASSEMBLEMENT DEMOCRATIE DIRECTE,DIV,68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,3,72483,40590,39964,626,56%,F,PEREIRA,M.JOSEE,LUTTE OUVRIERE,EXG,277,N,M,DELLA SUDDA,BRUNO,LES ALTERNATIFS,EXG,331,N,F,BILLI,MARIE,PARTI COMMUNISTE FRANCAIS,COM,1846,N,F,ORSINI,ANGELE,POLE REPUBLICAIN,DVG,406,N,F,CHESNEL LE ROUX,JULIETTE,LA GAUCHE UNIE ET LES ECOLOGISTES,ECO,7996,N,F,RIGOLAT,MUGUETTE,GENERATION ECOLOGIE LES BLEUS,ECO,183,N,M,PARDINI,JEAN,SANS ETIQUETTE,ECO,378,N,M,MIRAN,PATRICE,SANS ETIQUETTE,ECO,402,N,M,SALLES,RUDY,UNION POUR LA MAJORITE PRESIDENTIELLE,UDF,17207,O,M,VANSEVEREN,WILLIAMS,MOUVEMENT POUR LA FRANCE,DVD,212,N,F,GERARD,ISABELLE,FRONT NATIONAL,FRN,9499,O,M,BERTOZZI,J.MARIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,436,N,M,HOLBECQ,A.JACQUES,MOUVEMENT CITERRIEN,DIV,85,N,M,BUCH,ROLAND,PARTI PIED-NOIR,DIV,120,N,F,MARTINETTI,LAURETTE,GIP - DEMOCRATIE ACTIVE,DIV,67,N,F,HABAY,CATHERINE,PARTI FEDERALISTE,DIV,68,N,M,PICARD,J.CHRISTOPHE,SANS ETIQUETTE,DIV,411,N,M,DEDIEU,RENE,DEFENSE LIBERTE HOMO,DIV,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,4,70356,43329,42608,721,"61,59%",M,PETARD,CHRISTIAN,LUTTE OUVRIERE,EXG,265,N,M,FERRUCCIO,PATRICK,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,407,N,F,MO,COLETTE,PARTI COMMUNISTE FRANCAIS,COM,1601,N,F,GERARD,PASCALE,PARTI SOCIALISTE,SOC,6866,N,F,BARTOLI,JACQUELINE,INITIATIVE REPUBLICAINE,DVG,64,N,M,BELLA,LUCIEN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,366,N,M,CARVOU,SERGE,LE TREFLE,ECO,376,N,M,DARQUE,DANIEL,SANS ETIQUETTE,ECO,103,N,M,GRANON,JEROME,SANS ETIQUETTE,ECO,221,N,M,GUIBAL,J.CLAUDE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16075,O,M,BECK,XAVIER,SANS ETIQUETTE,DVD,6923,N,F,MATHIEU,MONIQUE,FRONT NATIONAL,FRN,8507,O,F,VAN DE VELDE,CLAUDETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,270,N,M,TRIMAILLE,MICHEL,M.I.G.U.E.T. MAINTENANT !,DIV,150,N,M,VALIN,DANIEL,ENERGIES DEMOCRATES,DIV,166,N,M,BENEDETTI,JEROME,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,F,ARGYRATOS,PAOLA,PARTI FEDERALISTE,DIV,19,N,F,CAVAILLON,DANIELLE,SANS ETIQUETTE,DIV,229,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,5,83399,51457,50472,985,"61,7%",M,BLONDEL,J.PIERRE,LUTTE OUVRIERE,EXG,402,N,F,SACKUR,CATHERINE,LES ALTERNATIFS,EXG,267,N,M,TIBERI,JACQUES,PARTI COMMUNISTE FRANCAIS,COM,3952,N,M,CUTURELLO,PAUL,PARTI SOCIALISTE,SOC,10227,N,F,SLIMANE,NOURA,POLE REPUBLICAIN,DVG,356,N,F,MARCHAL-MORELLI,MICHELE,INITIATIVE REPUBLICAINE,DVG,134,N,F,MONDOLONI,M.PIERRE,GENERATION ECOLOGIE LES BLEUS,ECO,250,N,M,LECOMTE,ALAIN,ECO INDEP SOUV REG,ECO,122,N,M,HVIDSTEN,AXEL,SANS ETIQUETTE,ECO,202,N,F,HAMECHA,NADIA,SANS ETIQUETTE,ECO,320,N,M,ESTROSI,CHRISTIAN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,22980,O,M,THIERY,JEAN,FRONT NATIONAL,FRN,10321,O,M,OLIVIER,LOUIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,473,N,F,RUZZICONI,E.MARIE,PARTI PIED-NOIR,DIV,82,N,M,GABRY,SERGE,SANS ETIQUETTE,DIV,384,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,6,95021,60801,59861,940,"63,99%",M,BOUILLEAUX,ALAIN,LUTTE OUVRIERE,EXG,382,N,M,SCHIERANO,SIMON,L.C.R. 100% Ã GAUCHE,EXG,442,N,F,GONELLA,A.LISE,PARTI COMMUNISTE FRANCAIS,COM,1609,N,M,DAMIANI,ANTOINE,PARTI SOCIALISTE,SOC,13232,O,M,MORELLI,PHILIPPE,INITIATIVE REPUBLICAINE,DVG,170,N,F,GENDROT,MARIE,SANS ETIQUETTE,ECO,571,N,M,MARTIN,MARTIAL,SANS ETIQUETTE,ECO,135,N,M,OLLIVIER,J.YVES,SANS ETIQUETTE,ECO,838,N,M,BELLI,ALAIN,SANS ETIQUETTE,ECO,174,N,M,CASCIO,PHILIPPE,SANS ETIQUETTE,ECO,359,N,M,LUCA,LIONNEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,26478,O,M,PIACENTINI,PIERRE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,292,N,M,MALAUSSENE,CLAUDE,MAJORITE PRESIDENTIELLE,DVD,1305,N,M,ROCQUIGNY DE,JEROME,DROITE PRESIDENTIELLE,DVD,1144,N,F,LARTIGUE,MONIQUE,FRONT NATIONAL,FRN,11659,N,M,CAITUCOLI,XAVIER,MOUVEMENT NATIONAL REPUBLICAIN,EXD,991,N,F,GUILLAUME,M.FRANCE,PARTI FEDERALISTE,DIV,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,7,89600,56751,55951,800,"63,34%",F,CHARMANT,BERNADETTE,LUTTE OUVRIERE,EXG,299,N,M,PIEL,GERARD,A GAUCHE VRAIMENT,COM,3078,N,F,MOSELLE,MURIEL,INITIATIVE REPUBLICAINE,DVG,143,N,M,MUSSI,PHILIPPE,LES VERTS,ECO,9315,N,F,DECOLOGNE,ANNICK,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,280,N,M,GILLARD,MAURICE,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,137,N,F,SALAZAR,JACQUELINE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,245,N,M,CROUZET,MICHEL,SANS ETIQUETTE,ECO,316,N,M,VIGREUX,FABRICE,SANS ETIQUETTE,ECO,498,N,M,LEONETTI,J.ANTOINE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,29709,N,F,MICHEL,BERENGERE,SANS ETIQUETTE,DVD,334,N,M,FRAPPA,J.CLAUDE,FRONT NATIONAL,FRN,10796,N,F,MICHELIER,CLAUDINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,411,N,M,MARTINEZ,LAURENT,MOUVEMENT CITERRIEN,DIV,47,N,F,DAGUET-BEAU,ANNICK,PARTI FEDERALISTE,DIV,110,N,M,AGIUS,PAUL,RESEAU NOUVELLE DONNE,DIV,233,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,8,60983,38341,37877,464,"62,87%",M,CYVOCT,HENRI,LUTTE OUVRIERE,EXG,204,N,M,MEYFFRET,CLAUDE,PARTI COMMUNISTE FRANCAIS,COM,885,N,F,CRAPIZ,APPOLINE,PARTI SOCIALISTE,SOC,5495,N,F,ISNARD,PATRICIA,POLE REPUBLICAIN,DVG,225,N,F,DELLA MARTINA,MARIE,INITIATIVE REPUBLICAINE,DVG,47,N,M,VILLON,J.PIERRE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,207,N,M,TANNIOU,GERALD,LE TREFLE,ECO,328,N,F,BAUSSY-CAVIGNANELLO,MICHELE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,170,N,F,CROUZET,CARINE,SANS ETIQUETTE,ECO,228,N,M,JOUR,ROGER,SANS ETIQUETTE,ECO,111,N,M,CIMA,GILLES,UNION POUR LA DEMOCRATIE FRANÃAISE,UDF,5463,N,M,BROCHAND,BERNARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16260,O,M,MALEN,J.PIERRE,FRONT NATIONAL,FRN,7606,O,M,OTTL,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,305,N,M,COURBIS,PIERRE,PARTI PIED-NOIR,DIV,113,N,F,LEFEBVRE,BEATRICE,MOUVEMENT CITERRIEN,DIV,18,N,M,SIMON DE KERGUNIC,NICOLAS,MOINS D IMPOT GERER UTILEMENT L EMPLOI P,DIV,154,N,M,GOUNOT,OLIVIER,PARTI FEDERALISTE,DIV,58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
