Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,22 Pourcentage aux exprimés
69,RHONE,13,79506,45419,44981,438,"57,13%",M,PIOT,MICHEL,LUTTE OUVRIÈRE,EXG,223,N,F,PREVOST,MARIANNE,NOUVEAU PARTI ANTICAPITALISTE,EXG,142,N,F,CHANVILLARD,ISABELLE,FRONT DE GAUCHE,FDG,2218,N,F,BOUDAOUD,FARIDA,PARTI SOCIALISTE,SOC,14057,O,M,BARTHÈS,DIDIER,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,457,N,M,DOMMANGE,MATTHIEU,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,471,N,F,BOCQUET,FLORENCE,PARTI RADICAL,PRV,952,N,M,MEUNIER,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18448,O,M,POZZI,ANDRÉ,RASSEMBLEMENT BLEU MARINE,FRN,8013,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,14,70147,34146,33654,492,"48,68%",F,SEEMANN,MARIE-CHRISTINE,LUTTE OUVRIÈRE,EXG,334,N,F,PICARD,MICHÈLE,FRONT DE GAUCHE,FDG,4612,N,M,BLEIN,YVES,PARTI SOCIALISTE,SOC,12461,O,M,GRAMI,MOUNIR,SANS ÉTIQUETTE,DVG,556,N,M,GIRISIT,ZAFER,EUROPE-ECOLOGIE-LES VERTS,ECO,1015,N,F,TAZDAÏT,DJIDA,PARTI RADICAL,PRV,169,N,F,MERTANI,SALIHA,LE CENTRE POUR LA FRANCE,MODEM,735,N,M,IACOVELLA,MAURICE,ALLIANCE CENTRISTE,MODEM-,382,N,M,GIRARD,CHRISTOPHE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,5866,N,M,COSTE,JÉRÉMY,NOUVEAU CENTRE,NouvC,158,N,F,LIGOUT,SANDRINE,RASSEMBLEMENT BLEU MARINE,FRN,7269,O,M,LÉGLISE,PIERRE,SOLIDARITÉ ET PROGRÈS,DIV,97,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,1,88840,57413,56486,927,"64,63%",F,GARRET,THÉRÈSE,LUTTE OUVRIÈRE,EXG,279,N,F,CHOIX,RACHEL,NOUVEAU PARTI ANTICAPITALISTE,EXG,210,N,M,BERNABÉ,FRÉDÉRIC,PARTI COMMUNISTE DISSIDENT,COM,1481,N,F,PROT,CLOTILDE,FRONT DE GAUCHE,FDG,1455,N,F,CHAUVELOT-DUBAN,CLAUDY,PARTI SOCIALISTE,SOC,18968,O,F,GAFFARD,DOMINIQUE,EUROPE-ECOLOGIE-LES VERTS,ECO,1019,N,F,CHEVASSU,NATHALIE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,647,N,M,GAY,JEAN-CLAUDE,LE CENTRE POUR LA FRANCE,MODEM,1212,N,M,CHRETIEN,ALAIN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22639,O,M,CHEVANNE,GUY,ALLIANCE RADICALE ET CENTRISTE,DVD,890,N,F,CLERC,COLETTE,RASSEMBLEMENT BLEU MARINE,FRN,7686,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,2,91956,58317,57133,1184,"63,42%",M,ROUILLON,DANIEL,LUTTE OUVRIÈRE,EXG,438,N,M,GERMAIN,ROLAND,PARTI COMMUNISTE DISSIDENT,COM,838,N,M,LAZAR,GILLES,FRONT DE GAUCHE,FDG,2563,N,M,VILLAUMÉ,JEAN-MICHEL,PARTI SOCIALISTE,SOC,20227,O,F,THOMAS,MARIE-CLAIRE,EUROPE-ECOLOGIE-LES VERTS,ECO,1399,N,M,BARASSI-ZAMOCHNIKOFF,FABRICE,LE CENTRE POUR LA FRANCE,MODEM,914,N,M,RAISON,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19181,O,F,DORMOY,CATHERINE,DEBOUT LA RÉPUBLIQUE,DVD,563,N,M,RECEVEUR,JEAN,RASSEMBLEMENT BLEU MARINE,FRN,10150,N,M,DEVILLERS,CHRISTOPHE,UNION DE LA DROITE NATIONALE,EXD,860,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,1,72452,42726,42164,562,"58,97%",M,LY WA HOI,FRANÇOIS,LUTTE OUVRIÈRE,EXG,99,N,M,LIEVRE,JACQUY,FRONT DE GAUCHE,FDG,1910,N,M,THEVENOUD,THOMAS,PARTI SOCIALISTE,SOC,15316,O,F,ESCHMANN,NICOLE,EUROPE-ECOLOGIE-LES VERTS,ECO,1951,N,F,GOYON,AMANDINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,281,N,F,MICOLLET,SOPHIE,LE CENTRE POUR LA FRANCE,MODEM,994,N,M,VOISIN,GÉRARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9354,O,F,ROBIN,CHRISTINE,UMP DISSIDENTE,DVD,6902,N,M,GOULISSERIAN,FLAVIEN,DEBOUT LA RÉPUBLIQUE,DVD,357,N,F,JURAIN,EVELYNE,RASSEMBLEMENT BLEU MARINE,FRN,5000,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,2,81300,48552,47597,955,"59,72%",F,MOREL,JOHANNE,LUTTE OUVRIÈRE,EXG,323,N,F,VOILLOT,ISABELLE,FRONT DE GAUCHE,FDG,2149,N,F,GUEUGNEAU,EDITH,SOCIALISTE DISSIDENTE,DVG,14004,O,M,GUILLEMET,NICOLAS,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,6996,N,M,NESME,JEAN-MARC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17777,O,F,DORIER,CHARLÈNE,DEBOUT LA RÉPUBLIQUE,DVD,569,N,F,COLAS,MARIE-CHRISTIANE,RASSEMBLEMENT BLEU MARINE,FRN,5779,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,3,83735,51394,50592,802,"61,38%",F,PALLANT,SIMONNE,LUTTE OUVRIÈRE,EXG,195,N,F,DUBOIS,MARIE-CHRISTINE,GAUCHE ALTERNATIVE 2012,EXG,376,N,M,DESBROSSES,SERGE,FRONT DE GAUCHE,FDG,1742,N,M,BAUMEL,PHILIPPE,PARTI SOCIALISTE,SOC,18504,O,M,REBEYROTTE,RÉMY,DIVERS GAUCHE - MAJORITÉ PRÉSIDENTIELLE (SOCIALISTE DISSIDENT),DVG,3736,N,M,LOTTEAU,FRANÇOIS,EUROPE-ECOLOGIE-LES VERTS,ECO,1571,N,M,ANCIAUX,JEAN-PAUL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16309,O,F,ARNAL,ESTELLE,RASSEMBLEMENT BLEU MARINE,FRN,8159,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,4,81151,48854,48114,740,"60,2%",M,DUSSAUGE,PASCAL,LUTTE OUVRIÈRE,EXG,309,N,F,PIRAT,ISABELLE,FRONT DE GAUCHE,FDG,2048,N,F,UNTERMAIER,CÉCILE,PARTI SOCIALISTE,SOC,18179,O,F,COLIN-CORDIER,MARIE-CLAUDE,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,1058,N,M,DANJEAN,ARNAUD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15179,O,M,MICHOUX,ERIC,DIVERS DROITE,DVD,3704,N,M,THIEBAUT,MAXIME,DEBOUT LA RÉPUBLIQUE,DVD,626,N,M,QUEQUIN,ALAIN,RASSEMBLEMENT BLEU MARINE,FRN,7011,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,5,91106,50993,50010,983,"55,97%",M,VILLETTE,JEAN-PAUL,PARTI OUVRIER INDÉPENDANT,EXG,327,N,M,DUFRAIGNE,PASCAL,LUTTE OUVRIÈRE,EXG,304,N,F,NIEDDU,ANNE,NOUVEAU PARTI ANTICAPITALISTE,EXG,254,N,F,DUBOIS,JACKY,FRONT DE GAUCHE,FDG,2848,N,M,SIRUGUE,CHRISTOPHE,PARTI SOCIALISTE,SOC,22415,O,M,ATTEYE,ABDOULKADER,EUROPE-ECOLOGIE-LES VERTS,ECO,1216,N,F,SOULIER,LUCIENNE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,309,N,F,DECHAUME,ISABELLE,PARTI RADICAL,PRV,11768,O,F,DELORME,KARINE,ALLIANCE CENTRISTE,MODEM-,1765,N,M,LAUNAY,CHRISTIAN,RASSEMBLEMENT BLEU MARINE,FRN,8804,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SARTHE,1,72569,42781,41965,816,"58,95%",F,MAILLET,SYLVIE,LUTTE OUVRIÈRE,EXG,216,N,F,COMBES,AMBRE,NOUVEAU PARTI ANTICAPITALISTE,EXG,222,N,M,SAMAIN,THIERRY,FRONT DE GAUCHE,FDG,1633,N,F,DUBOIS,FRANÇOISE,PARTI SOCIALISTE,SOC,16477,O,F,GOUHIER,CATHERINE,EUROPE-ECOLOGIE-LES VERTS,ECO,1454,N,M,FONTAINE,JEAN-LOUIS,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,279,N,M,ROBERT,GUY,LE CENTRE POUR LA FRANCE,MODEM,822,N,F,LABRETTE-MENAGER,FABIENNE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15859,O,F,HOREN,ISABELLE,MOUVEMENT POUR LA FRANCE,DVD,242,N,M,COUVERT,GÉRARD,DEBOUT LA RÉPUBLIQUE,DVD,311,N,M,LE GRAS,JEAN-FRANÇOIS,RASSEMBLEMENT BLEU MARINE,FRN,4450,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SARTHE,2,83350,46779,45740,1039,"56,12%",M,FOUCHE,DIDIER,PARTI OUVRIER INDÉPENDANT,EXG,506,N,M,CHEERE,YVES,LUTTE OUVRIÈRE,EXG,251,N,M,SAINTY,BENJAMIN,NOUVEAU PARTI ANTICAPITALISTE,EXG,174,N,F,SOULARD,PASCALE,FRONT DE GAUCHE,FDG,2538,N,F,KARAMANLI,MARIETTA,PARTI SOCIALISTE,SOC,22024,O,M,BATIOT,RÉMY,EUROPE-ECOLOGIE-LES VERTS,ECO,1277,N,F,ROULLAND,MARTINE,PARTI RADICAL,PRV,399,N,M,METIVIER,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10966,O,F,GUET,NELLY,NOUVEAU CENTRE,NouvC,301,N,M,LE FORESTIER,FRANÇOIS,PARTI CHRÉTIEN-DÉMOCRATE,DVD,805,N,F,D'HERBAIS,MARIE,RASSEMBLEMENT BLEU MARINE,FRN,6182,N,M,DOVILLEZ,ANDRÉ,UNION DE LA DROITE NATIONALE,EXD,317,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SARTHE,3,84851,51125,50025,1100,"60,25%",M,HUBERT,THOMAS,LUTTE OUVRIÈRE,EXG,376,N,F,THOMMERET,DINAH,DIVERS EXTRÊME GAUCHE,EXG,162,N,F,HERTZ,SONIA,FRONT DE GAUCHE,FDG,2037,N,M,CHAUVEAU,GUY-MICHEL,SOCIALISTE DISSIDENT,DVG,14536,O,M,PRADIER,THIERRY,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,7717,N,M,BARDIN,LOÏC,ALLIANCE CENTRISTE,MODEM-,854,N,F,PAVY-MORANCAIS,BÉATRICE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16807,O,M,SENAILLES,JEAN-ANDRÉ,MOUVEMENT POUR LA FRANCE,DVD,349,N,F,PERROT,ISABELLE,DEBOUT LA RÉPUBLIQUE,DVD,472,N,M,BARLEMONT,JEAN-CLAUDE,RASSEMBLEMENT BLEU MARINE,FRN,6715,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SARTHE,4,78913,47492,46548,944,"60,18%",M,NOUCHY,THIERRY,LUTTE OUVRIÈRE,EXG,260,N,M,CHAUVEL,ANTOINE,NOUVEAU PARTI ANTICAPITALISTE,EXG,190,N,F,HERSEMEULE,CHANTAL,FRONT DE GAUCHE,FDG,2100,N,M,LE FOLL,STÉPHANE,PARTI SOCIALISTE,SOC,21415,O,F,SEVERE,ISABELLE,EUROPE-ECOLOGIE-LES VERTS,ECO,1314,N,F,GUILLOCHER,CÉCILE,LE CENTRE POUR LA FRANCE,MODEM,720,N,M,JOULAUD,MARC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14741,O,F,RABARD-JEZEQUEL,MICHÈLE,DEBOUT LA RÉPUBLIQUE,DVD,330,N,M,DELAUNE,HENRI,RASSEMBLEMENT BLEU MARINE,FRN,5478,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SARTHE,5,87469,52617,51698,919,"60,16%",F,FOUQUET,KARINE,LUTTE OUVRIÈRE,EXG,253,N,F,MAY,ORIANNE,NOUVEAU PARTI ANTICAPITALISTE,EXG,283,N,M,FABUREL,LUC-MARIE,FRONT DE GAUCHE,FDG,2474,N,M,ROUILLON,CHRISTOPHE,PARTI SOCIALISTE,SOC,19959,O,F,DEBOST,ELEN,EUROPE-ECOLOGIE-LES VERTS,ECO,1636,N,M,LE MENER,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,20491,O,F,PHILLIPS,MARIE-CHRISTINE,MOUVEMENT POUR LA FRANCE,DVD,234,N,F,BAYLE DE JESSE,CÉCILE,DEBOUT LA RÉPUBLIQUE,DVD,618,N,F,DEOTTO,MARIE-CLAUDE,RASSEMBLEMENT BLEU MARINE,FRN,5750,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,1,82250,49042,48350,692,"59,63%",F,LAINEZ,FRANÇOISE,LUTTE OUVRIÈRE,EXG,165,N,F,COMBET,MYRIAM,NOUVEAU PARTI ANTICAPITALISTE,EXG,506,N,F,ANDREYS,BRIGITTE,FRONT DE GAUCHE,FDG,2426,N,M,CARACO,ALAIN,EUROPE-ECOLOGIE-LES VERTS,ECO,13919,O,F,PERRIAU,MAGALIE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,452,N,M,EXERTIER,FRÉDÉRIC,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,668,N,M,LEVROT,LAURENT,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,491,N,M,DORD,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22252,O,F,DRAPEAU,VÉRONIQUE-JEANNE,RASSEMBLEMENT BLEU MARINE,FRN,7471,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,2,75056,41211,40759,452,"54,91%",M,DEMEURE,ALEXANDRE,LUTTE OUVRIÈRE,EXG,123,N,F,CHAMPANHET,ORIANE,NOUVEAU PARTI ANTICAPITALISTE,EXG,259,N,M,MORANDINI,HENRI,FRONT DE GAUCHE,FDG,2863,N,M,RIEU,FRANÇOIS,PARTI SOCIALISTE,SOC,10856,O,M,PACCALET,YVES,EUROPE-ECOLOGIE-LES VERTS,ECO,2252,N,M,BARDAGI,THIERRY,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,274,N,M,GAYMARD,HERVÉ,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18702,O,M,BONNET LIGEON,ROBERT,RASSEMBLEMENT BLEU MARINE,FRN,5430,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,3,70401,42358,41806,552,"60,17%",F,TROUVE,PASCALE,LUTTE OUVRIÈRE,EXG,165,N,M,MOULARD,RÉGIS,GAUCHE ALTERNATIVE 2012,EXG,265,N,F,LEHMANN,CHRISTIANE,FRONT DE GAUCHE,FDG,2807,N,F,SANTAIS,BÉATRICE,PARTI SOCIALISTE,SOC,15576,O,F,FAURE,BÉATRICE,EUROPE-ECOLOGIE-LES VERTS,ECO,1589,N,F,SOCQUET-JUGLARD,GHISLAINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,405,N,M,CHARVOZ,PIERRE-MARIE,SANS ÉTIQUETTE (SOUTIEN UMP ET PRV),DVD,13685,O,F,VAUDRON,ALBANE,DEBOUT LA RÉPUBLIQUE,DVD,582,N,M,MARMILLON,ERIC,RASSEMBLEMENT BLEU MARINE,FRN,6715,N,M,LARRIEU,WILLIAM,PARTI PIRATE,DIV,17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,4,71722,41882,41384,498,"58,39%",F,LAURENT,RENÉE,PARTI OUVRIER INDÉPENDANT,EXG,146,N,F,THOMAS,ELISABETH,LUTTE OUVRIÈRE,EXG,133,N,M,RIPART,LAURENT,NOUVEAU PARTI ANTICAPITALISTE,EXG,451,N,M,BERNARD,JEAN-CLAUDE,FRONT DE GAUCHE,FDG,2816,N,F,LACLAIS,BERNADETTE,PARTI SOCIALISTE,SOC,16398,O,F,PLASSIARD-BRUNET,CAROLE,EUROPE-ECOLOGIE-LES VERTS,ECO,2208,N,F,BOUVIER,MIREILLE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,423,N,M,VIGNOLI,JEAN-MARC,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,286,N,F,BRUNET,CHRISTIANE,DIVERS DROITE,DVD,11497,O,F,REGAIRAZ,JOËLLE,RASSEMBLEMENT BLEU MARINE,FRN,6151,N,M,SPEHNER,VINCENT,PARTI PIRATE,DIV,227,N,M,ABEILLE,PATRICE,DIVERS,DIV,648,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE-SAVOIE,1,93164,54771,54111,660,"58,79%",M,MACÉ,JEAN-PAUL,LUTTE OUVRIÈRE,EXG,179,N,F,LUNEL,BETHSABÉE,NOUVEAU PARTI ANTICAPITALISTE,EXG,222,N,F,CHAZAL VINDRET,ELIANE,FRONT DE GAUCHE,FDG,1709,N,M,JEANTET,CHRISTIAN,PARTI SOCIALISTE,SOC,16936,O,M,COMET,CLAUDE,EUROPE-ECOLOGIE-LES VERTS,ECO,2763,N,M,BOUSSOUIBA,HAMDY,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,320,N,M,GOGIBUS,STÉPHANE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,541,N,M,SOCQUET-JUGLARD,SYLVAIN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,348,N,M,ACCOYER,BERNARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23511,O,M,GALLET,RAPHAËL,DEBOUT LA RÉPUBLIQUE,DVD,783,N,M,ADOBATI,ANDRÉ,RASSEMBLEMENT BLEU MARINE,FRN,6799,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE-SAVOIE,2,90295,52504,51940,564,"58,15%",M,DAGAND,JEAN-PIERRE,PARTI OUVRIER INDÉPENDANT,EXG,229,N,M,MATTEI,JACQUES,LUTTE OUVRIÈRE,EXG,181,N,M,METRAL-BOFFOD,PHILIPPE,NOUVEAU PARTI ANTICAPITALISTE,EXG,386,N,F,HIRAUX,NATHALIE,FRONT DE GAUCHE,FDG,1904,N,M,DUPERTHUY,DENIS,PARTI SOCIALISTE,SOC,15237,O,M,ASTORG,FRANÇOIS,EUROPE-ECOLOGIE-LES VERTS,ECO,2632,N,F,CHAUMETON,NADIA,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,573,N,M,BAUDOUIN,CLAUDE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,415,N,M,VIOTTO,LAURENT,LE CENTRE POUR LA FRANCE,MODEM,1682,N,M,TARDY,LIONEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21668,O,M,FROMAGET,QUENTIN,DEBOUT LA RÉPUBLIQUE,DVD,472,N,F,BIESSE,CLAUDE,RASSEMBLEMENT BLEU MARINE,FRN,6561,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE-SAVOIE,3,75157,42591,41985,606,"56,67%",M,CHAGNIOT,FRANÇOIS,PARTI OUVRIER INDÉPENDANT,EXG,118,N,M,PONSARD,RAPHAËL,LUTTE OUVRIÈRE,EXG,109,N,M,BADET,CLAUDE,NOUVEAU PARTI ANTICAPITALISTE,EXG,226,N,M,POURRAZ,ROLAND,FRONT DE GAUCHE,FDG,1782,N,M,SAILLET,GILBERT,EUROPE-ECOLOGIE-LES VERTS,ECO,11392,O,M,GRILLET,JOSEPH,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,572,N,F,MOREL,NATHALIE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,542,N,M,ARCADE,JEAN-LUC,PARTI RADICAL,PRV,3484,N,M,SADDIER,MARTIAL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14952,O,F,GIORGIO,OLIVIA,DIVERS DROITE,DVD,464,N,M,BOUCHET,JEAN-MARC,DIVERS DROITE,DVD,2332,N,F,TERRAS,KATIA,RASSEMBLEMENT BLEU MARINE,FRN,6012,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE-SAVOIE,4,80042,40903,40511,392,"51,1%",F,DERRIEN,CATHERINE,LUTTE OUVRIÈRE,EXG,150,N,M,RICHARD,DANIEL,FRONT DE GAUCHE,FDG,1481,N,M,MATHELIER,GUILLAUME,PARTI SOCIALISTE,SOC,11598,O,F,WALTHERT SELOSSE,CATHERINE,EUROPE-ECOLOGIE-LES VERTS,ECO,1818,N,M,CURDY,CHRISTIAN,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,255,N,M,PASSARO,JEAN-LUC,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,344,N,M,VIELLIARD,ANTOINE,LE CENTRE POUR LA FRANCE,MODEM,3568,N,F,DUBY-MULLER,VIRGINIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12718,O,M,DEFFAUGT,CLAUDE,DIVERS DROITE,DVD,2555,N,M,MEGEVAND,MAURICE,DIVERS DROITE,DVD,314,N,F,BARDOUX,ANNE,RASSEMBLEMENT BLEU MARINE,FRN,5710,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
